text,class_type
"Five years ago, the Congress mocked us and asked- who is your captain in Haryana. 

Today, we not only have a captain but also a very strong team.

Meanwhile, Congress is busy in politics of self-interest instead of thinking about Haryana’s interests. https://t.co/sarDnjZYt0",human
Had a good talk with President @MagufuliJP on all aspects of our friendly relations with Tanzania. Also thanked him for taking care of Indian community in Tanzania during the COVID-19 crisis. India is committed to remain a reliable partner for Tanzania's development journey.,human
"Mini Mike Bloomberg has instructed his third rate news organization not to investigate him or any Democrat, but to go after President Trump, only. The Failing New York Times thinks that is O.K., because their hatred &amp; bias is so great they can’t even see straight. It’s not O.K.!",human
"I also recommend you follow these accounts to get the best, most up-to-date local information: @CDCofBC, @CMOH_Alberta, @SaskHealth, @Roussin_Brent, @MBGov, @ONTHealth, @Sante_QC, @NBHealth, @NSHealth, @Health_PEI, @HCS_GovNL, @YukonGov, @NWT_CPHO, and @GOVofNUNAVUT. #FF",human
"Representative John Carter (@JudgeJohnCarter) from the Great State of Texas has been a tremendous supporter of our #MAGA Agenda. He is strong on Crime and Borders, great for our Military and our Vets, and Strong on our #2A. John has my Complete and Total Endorsement!",human
"Joined the #G20VirtualSummit earlier today. Various world leaders discussed ways to fight COVID-19. In my remarks, I spoke about the need to place health and human welfare at the top of our global priorities. Here are the highlights. https://t.co/Tt8RaWGahN",human
The software development industry is weirdly full of people who are overly eager to tell you your tool of choice is terrible and theirs is better. Can't we focus on helping each other understand which tools are right for the job at hand? https://t.co/ngepczSU3m,human
"There *are* now teams working on solving identity issues with privacy and robustness challenges in mind, and I highly welcome this development. I hope to see the space as well explored in the next 5 years as proof of stake and sharding have been in the last 5.",human
"I want to clearly tell JKNC and PDP leaders:

Jammu and Kashmir is tired of your self-seeking politics. 

Kashmir isn’t your inherited Jagir. 

In J&amp;K, like everywhere else, the voice of the people will reign supreme! https://t.co/DaspmL5ybZ",human
"Chuck Schumer sat for years during the Obama Administration and watched as China ripped off the United States. He &amp; the Do Nothing Democrats did NOTHING as this $ carnage took place. Now, without even seeing it, he snipes at our GREAT new deal with China. Too bad Cryin’ Chuck!",human
Wouldn’t it be reasonable to assume that Republicans in the Senate should handle the Impeachment Hoax in the exact same manner as Democrats in the House handled their recent partisan scam? Why would it be different for Republicans than it was for the Radical Left Democrats?,human
"....They call it “serving at the pleasure of the President.” The U.S. now has a very strong and powerful foreign policy, much different than proceeding administrations. It is called, quite simply, America First! With all of that, however, I have done FAR more for Ukraine than O.",human
"They are meeting their future spouses on @minder_app #ad

                           <U+0001F4F1><U+0001F992>                    
       <U+0001F4F1><U+0001F416>                           <U+0001F4F1><U+0001F418>
                       <U+0001F4F1><U+0001F422>                     
<U+0001F4F1><U+0001F415>                               <U+0001F4F1><U+0001F994>
                <U+0001F4F1><U+0001F986>",human
"Paying homage to the venerable Bhagwan Basaveshwara on his Jayanti. An iconic thinker and pioneering social reformer, Bhagwan Basaveshwara worked throughout his life to make our society more inclusive. His emphasis on education and serving the poor continues to motivate millions.",human
"Congratulations to Shri @ombirlakota Ji on being unanimously elected the Speaker of the Lok Sabha. He has been associated with public life since his student days and has worked compassionately for the poor and downtrodden. 

My best wishes to him for the tenure ahead. https://t.co/NBeZxqO9GV",human
"<U+0001F447><U+0001F3FF><U+0001F447><U+0001F3FF><U+0001F447><U+0001F3FF><U+0001F447><U+0001F3FF><U+0001F447><U+0001F3FF><U+0001F447><U+0001F3FF><U+0001F447><U+0001F3FF><U+0001F447><U+0001F3FF><U+0001F447><U+0001F3FF><U+0001F447><U+0001F3FF><U+0001F447><U+0001F3FF>
<U+0001F449><U+0001F3FF><U+0001F447><U+0001F3FE><U+0001F447><U+0001F3FE><U+0001F447><U+0001F3FE><U+0001F447><U+0001F3FE><U+0001F447><U+0001F3FE><U+0001F447><U+0001F3FE><U+0001F447><U+0001F3FE><U+0001F447><U+0001F3FE><U+0001F447><U+0001F3FE><U+0001F448><U+0001F3FF>
<U+0001F449><U+0001F3FF><U+0001F449><U+0001F3FE><U+0001F447><U+0001F3FD><U+0001F447><U+0001F3FD><U+0001F447><U+0001F3FD><U+0001F447><U+0001F3FD><U+0001F447><U+0001F3FD><U+0001F447><U+0001F3FD><U+0001F447><U+0001F3FD><U+0001F448><U+0001F3FE><U+0001F448><U+0001F3FF>
<U+0001F449><U+0001F3FF><U+0001F449><U+0001F3FE><U+0001F449><U+0001F3FD><U+0001F447><U+0001F3FC><U+0001F447><U+0001F3FC><U+0001F447><U+0001F3FC><U+0001F447><U+0001F3FC><U+0001F447><U+0001F3FC><U+0001F448><U+0001F3FD><U+0001F448><U+0001F3FE><U+0001F448><U+0001F3FF>
<U+0001F449><U+0001F3FF><U+0001F449><U+0001F3FE><U+0001F449><U+0001F3FD><U+0001F449><U+0001F3FC><U+0001F447><U+0001F3FB><U+0001F447><U+0001F3FB><U+0001F447><U+0001F3FB><U+0001F448><U+0001F3FC><U+0001F448><U+0001F3FD><U+0001F448><U+0001F3FE><U+0001F448><U+0001F3FF>
<U+0001F449><U+0001F3FF><U+0001F449><U+0001F3FE><U+0001F449><U+0001F3FD><U+0001F449><U+0001F3FC><U+0001F449><U+0001F3FB><U+0001F921><U+0001F448><U+0001F3FB><U+0001F448><U+0001F3FC><U+0001F448><U+0001F3FD><U+0001F448><U+0001F3FE><U+0001F448><U+0001F3FF>
<U+0001F449><U+0001F3FF><U+0001F449><U+0001F3FE><U+0001F449><U+0001F3FD><U+0001F449><U+0001F3FC><U+0001F446><U+0001F3FB><U+0001F446><U+0001F3FB><U+0001F446><U+0001F3FB><U+0001F448><U+0001F3FC><U+0001F448><U+0001F3FD><U+0001F448><U+0001F3FE><U+0001F448><U+0001F3FF>
<U+0001F449><U+0001F3FF><U+0001F449><U+0001F3FE><U+0001F449><U+0001F3FD><U+0001F446><U+0001F3FC><U+0001F446><U+0001F3FC><U+0001F446><U+0001F3FC><U+0001F446><U+0001F3FC><U+0001F446><U+0001F3FC><U+0001F448><U+0001F3FD><U+0001F448><U+0001F3FE><U+0001F448><U+0001F3FF>
<U+0001F449><U+0001F3FF><U+0001F449><U+0001F3FE><U+0001F446><U+0001F3FD><U+0001F446><U+0001F3FD><U+0001F446><U+0001F3FD><U+0001F446><U+0001F3FD><U+0001F446><U+0001F3FD><U+0001F446><U+0001F3FD><U+0001F446><U+0001F3FD><U+0001F448><U+0001F3FE><U+0001F448><U+0001F3FF>
<U+0001F449><U+0001F3FF><U+0001F446><U+0001F3FE><U+0001F446><U+0001F3FE><U+0001F446><U+0001F3FE><U+0001F446><U+0001F3FE><U+0001F446><U+0001F3FE><U+0001F446><U+0001F3FE><U+0001F446><U+0001F3FE><U+0001F446><U+0001F3FE><U+0001F446><U+0001F3FE><U+0001F448><U+0001F3FF>
<U+0001F449><U+0001F3FF><U+0001F446><U+0001F3FF><U+0001F446><U+0001F3FF><U+0001F446><U+0001F3FF><U+0001F446><U+0001F3FF><U+0001F446><U+0001F3FF><U+0001F446><U+0001F3FF><U+0001F446><U+0001F3FF><U+0001F446><U+0001F3FF><U+0001F446><U+0001F3FF><U+0001F448><U+0001F3FF>",human
